StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q19,Q20,Q21,Q22,Q23,IDNUM,MID,assignmentId,hitid
2021-10-19 21:01:35,2021-10-19 21:05:40,IP Address,199.96.123.170,100,244,True,2021-10-19 21:05:40,R_22DGALDKrm0z0hZ,,,,,38.3600006103515625,-86.92859649658203125,anonymous,EN,1,23,Male,"Some college, no degree",None of the above,Very,More than 2 years,Mandated,A few times per week,Not enabled,Not enabled,Enabled,"Text message,Security Key","Text message,Security Key","Text message,Security Key",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Simply due to how annoying it is. It's just exhausting having to do it all the time.,,Having to input the code before the countdown timer expires,,Because logging in should not be this time consuming.,,Sometimes,Sometimes,Never,No,,No,,It's just tedious and gets in the way.,55604,,,
2021-10-19 21:01:30,2021-10-19 21:06:12,IP Address,12.160.225.48,100,281,True,2021-10-19 21:06:12,R_w7wnH1BW1ILIImt,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,1,33,Female,Bachelor's degree,None of the above,Very,1 - 2 years,Mandated,A few times per week,,Not enabled,Enabled,,,Push,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,STUDY OF RULE,,Having to input the code before the countdown timer expires,,,,Always,Often,,No,,No,,N/A,81764,,,
2021-10-19 21:05:05,2021-10-19 21:09:11,IP Address,176.113.72.46,100,246,True,2021-10-19 21:09:11,R_1I4B4QudovCxCPf,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,3,40,Male,Bachelor's degree,None of the above,Moderately,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,"Text message,Phone Call,App Code,Security Key","Push,Security Key",Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Sometimes,Sometimes,Yes,Often,No,,"Nothing really, cause I have never encountered any problem with it.",90049,,,
2021-10-19 21:11:15,2021-10-19 21:17:24,IP Address,172.85.99.43,100,369,True,2021-10-19 21:17:25,R_31TOZgZmQlCYmqX,,,,,34.0493927001953125,-118.2660980224609375,anonymous,EN,2,36,Female,Bachelor's degree,None of the above,Extremely,1 - 2 years,Voluntary,A few times per week,Not enabled,Enabled,Enabled,,"Push,Phone Call,App Code,Security Key","Push,Phone Call,App Code,Security Key",Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Rarely,Sometimes,No,,No,,SOMETIMES IT SEEMS VERY HARD TO LOGIN AND WORK ON.,13328,,,
2021-10-19 21:34:42,2021-10-19 21:36:55,IP Address,68.32.155.50,100,132,True,2021-10-19 21:36:56,R_3EScb3FiBmmCD0F,,,,,42.6757965087890625,-82.91210174560546875,anonymous,EN,4 or more,39,Male,Bachelor's degree,None of the above,Extremely,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,"Text message,Push,App Code","Text message,Push,App Code",Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Often,Never,Yes,Often,No,,"Its an added step that does take time, however the annoyance is worth my protection.",95052,,,
2021-10-19 22:05:45,2021-10-19 22:05:51,IP Address,204.62.51.150,100,5,True,2021-10-19 22:05:51,R_3EFRCGQvPV8CDf9,,,,,39.39239501953125,-76.608001708984375,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57743,,,
2021-10-19 21:58:26,2021-10-19 22:09:42,IP Address,50.44.105.16,100,675,True,2021-10-19 22:09:42,R_1rjG4H55FzpTfKn,,,,,40.877105712890625,-88.63330078125,anonymous,EN,2,33,Female,Bachelor's degree,None of the above,Very,1 - 2 years,Voluntary,A few times per week,Not enabled,Not enabled,Enabled,,,"Text message,App Code,Security Key",Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,"I have to have privacy, know where my phone is, have it charged, have enough space to open the app, and then do it quickly without being interuppted.",Finding my phone and multitasking to log in during a time limit and hectic household.,Having to input the code before the countdown timer expires,,"I don't always have my phone near me, having to find it is a bigger hassle than it's worth.","Sometimes the code expires and i have to wait and do it over. If my phone is dead, or out of space, the authenticator won't open.",Never,Never,Never,No,,Yes,"phone dead, not enough space, not present","have to have my phone charged, with space, privacy, etc. hectic, time limit. ",59441,,,
2021-10-19 22:07:53,2021-10-19 22:10:46,IP Address,72.14.119.2,100,173,True,2021-10-19 22:10:47,R_1d48DlYMWP9S0Tz,,,,,48.704803466796875,-95.750396728515625,anonymous,EN,4 or more,34,Female,"Some college, no degree",None of the above,Moderately,More than 2 years,Voluntary,A few times per week,,,Enabled,,,App Code,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Because I don't always have my phone nearby and I have to take the time to go find it before I can access my account.,,,,,Sometimes,,Sometimes,No,,No,,Just the extra time it takes when logging into an account.,10193,,,
2021-10-19 22:11:27,2021-10-19 22:26:54,IP Address,204.62.51.150,100,927,True,2021-10-19 22:26:55,R_3D7nS77tc14Kvwy,,,,,39.39239501953125,-76.608001708984375,anonymous,EN,1,21,Male,"Some college, no degree",College student,Moderately,1 - 2 years,Incentivized,A few times per week,Not enabled,Not enabled,Not enabled,Push,App Code,App Code,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,eaiser,,,,,Sometimes,Often,Always,Yes,Rarely,Yes,it was locked up,long,44865,,,
2021-10-20 16:15:01,2021-10-20 16:16:37,IP Address,47.203.91.45,100,95,True,2021-10-20 16:16:37,R_DqSxZkfSkpqFwbf,,,,,28.35260009765625,-82.630096435546875,anonymous,EN,4 or more,35,Male,High school graduate,None of the above,Extremely,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,"Text message,App Code","Text message,Push,App Code,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Often,Rarely,Never,Yes,Sometimes,No,,i want more open source alternatives to google auth app and similar services,39958,,,
2021-10-20 16:14:59,2021-10-20 16:16:48,IP Address,71.60.248.245,100,109,True,2021-10-20 16:16:48,R_3fITfDpT00ZfPde,,,,,40.33709716796875,-79.9900970458984375,anonymous,EN,4 or more,29,Male,High school graduate,None of the above,Very,1 - 2 years,Incentivized,A few times per month,,Enabled,Enabled,,"Text message,Security Key","Text message,Security Key",Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,,,,,,,Sometimes,Never,Never,No,,No,,"Sometimes it is a bit of an extra step, and if it makes me do it too many times in a row then it will begin to annoy me.",67999,,,
2021-10-20 16:16:49,2021-10-20 16:16:57,IP Address,67.0.243.59,100,7,True,2021-10-20 16:16:57,R_10Ox6YSoOOlwukh,,,,,35.071197509765625,-106.5767974853515625,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84331,,,
2021-10-20 16:15:46,2021-10-20 16:18:44,IP Address,73.34.51.238,100,178,True,2021-10-20 16:18:44,R_3EnGjobdYwByaLD,,,,,39.6663055419921875,-104.83429718017578125,anonymous,EN,4 or more,37,Female,Doctorate degree,None of the above,Very,More than 2 years,Voluntary,A few times per month,Not enabled,Not enabled,Enabled,,,Text message,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,"try to remember how to do it or if i have had it enabled. Mostly just a feeling of irritation for the extra step. ",,Having to input the code before the countdown timer expires,,Its an obnoxious extra step that sometimes can go wrong,"expired time, lost the device it goes to. Have change how the 2fa works. ",Often,Never,Sometimes,No,,Yes,lost my phone,"the extra step. ",30081,,,
2021-10-20 16:16:48,2021-10-20 16:19:33,IP Address,173.24.227.204,100,164,True,2021-10-20 16:19:33,R_2aRICAETjmQk022,,,,,37.167999267578125,-93.30390167236328125,anonymous,EN,1,40,Male,"Some college, no degree",None of the above,Very,More than 2 years,Mandated,A few times per month,,Not enabled,Enabled,,,"Text message,App Code",Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,,,Having to input the code before the countdown timer expires,,,,Sometimes,,Sometimes,No,,Yes,Lost my phone,Required too often for sites that don't really need that much security,17161,,,
2021-10-20 16:17:52,2021-10-20 16:19:33,IP Address,24.10.48.19,100,101,True,2021-10-20 16:19:33,R_3iVY5a73GIJW6JE,,,,,38.2722930908203125,-121.29759979248046875,anonymous,EN,4 or more,31,Female,"Some college, no degree",College staff,Moderately,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,Text message,"Text message,Security Key",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,Never,Never,Never,No,,No,,Sometimes having to type in a long string is annoying.,16982,,,
2021-10-20 16:17:09,2021-10-20 16:20:00,IP Address,73.123.179.39,100,171,True,2021-10-20 16:20:01,R_2vkzUhrXZFXHBJs,,,,,42.460906982421875,-71.0074005126953125,anonymous,EN,4 or more,26,Male,"Some college, no degree",None of the above,Moderately,More than 2 years,Voluntary,A few times per month,Enabled,Enabled,Enabled,"Text message,App Code","Text message,App Code","Text message,App Code",Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,,,,,,Sometimes,Never,Never,No,,No,,The only thing I dislike is some 2FA systems require you to re authenticate your device after a set amount of time. It gets a bit annoying,11317,,,
2021-10-20 16:19:36,2021-10-20 16:21:24,IP Address,68.2.49.133,100,108,True,2021-10-20 16:21:24,R_28SBiqMhhNxExfF,,,,,33.3123931884765625,-111.91950225830078125,anonymous,EN,4 or more,32,Male,Bachelor's degree,College student,Very,More than 2 years,Voluntary,1 or more times a day,,,Enabled,,,App Code,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Never,Rarely,No,,No,,I find email and sms methods insecure,17281,,,
2021-10-20 16:18:30,2021-10-20 16:21:27,IP Address,67.7.27.221,100,176,True,2021-10-20 16:21:27,R_28XQ5SsHMLhegf9,,,,,31.75830078125,-95.6365966796875,anonymous,EN,4 or more,62,Male,"Some college, no degree",None of the above,Moderately,More than 2 years,Voluntary,A few times per month,,,Enabled,,,"Text message,Phone Call",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,"There is one account that is just slow to respond, so that's a little annoying, but overall, no problems.",43356,,,
2021-10-20 16:20:03,2021-10-20 16:22:57,IP Address,98.216.225.21,100,174,True,2021-10-20 16:22:57,R_3HhpPivTIO0M4rz,,,,,42.05810546875,-70.80770111083984375,anonymous,EN,3,33,Female,Bachelor's degree,None of the above,Extremely,Less than 1 year,Incentivized,A few times per week,,Enabled,Enabled,,Push,Push,Strongly disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Never,,Never,Yes,Never,No,,I feel rushed to activate it,60846,,,
2021-10-20 16:20:39,2021-10-20 16:23:02,IP Address,52.128.53.190,100,142,True,2021-10-20 16:23:02,R_3jcdfYzvRGp0rrk,,,,,32.7519073486328125,-97.68579864501953125,anonymous,EN,4 or more,28,Male,High school graduate,None of the above,Very,More than 2 years,Voluntary,1 or more times a day,,,Enabled,,,"Text message,Push,Security Key",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,Always,,Sometimes,Yes,Often,No,,"It can be a bit of a hassle, especially if there is a timer that you have to beat; e.g. Steam Authenticator is a good example of that, other than that not much to dislike.",12873,,,
2021-10-20 16:18:57,2021-10-20 16:23:09,IP Address,173.91.7.185,100,251,True,2021-10-20 16:23:09,R_pmbB1lL4qlZCOFX,,,,,41.56219482421875,-81.48419952392578125,anonymous,EN,4 or more,46,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,Text message,Text message,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Sometimes,Rarely,Yes,Often,Yes,I've had several crypto brokerage accounts that I lost access to because I got a new phone and I needed to reidentify and wait. I believe there have been a few other cases but don't recall the details atm.,"I don't like when it is required or they don't offer a trusted source option. For instance, I don't mind that several of my brokerage accounts recognize this IP and only force me to use 2FA once a month.",14311,,,
2021-10-20 16:21:49,2021-10-20 16:23:28,IP Address,76.86.236.35,100,98,True,2021-10-20 16:23:28,R_yQIzY3DUBLjwcff,,,,,34.12109375,-117.4362030029296875,anonymous,EN,3,33,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,"Text message,Security Key","Text message,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,There is nothing i really dislike about it. It's basically only that there's an extra step in it.,28413,,,
2021-10-20 16:19:49,2021-10-20 16:24:28,IP Address,67.233.187.157,100,279,True,2021-10-20 16:24:29,R_TaTXEJ5PGyVLDgt,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,4 or more,52,Male,Associate's degree,None of the above,Extremely,More than 2 years,Mandated,A few times per week,,,Enabled,,,"Text message,App Code",Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,,,Having to input the code before the countdown timer expires,,,,Rarely,Never,Never,No,,No,,"That it usually requires your phone to be handy to receive a call or text message. Although, some services will offer an email option or app code, though.",93887,,,
2021-10-20 16:20:50,2021-10-20 16:24:33,IP Address,65.33.104.140,100,223,True,2021-10-20 16:24:33,R_2Xb3neywrWwWLaW,,,,,28.020599365234375,-82.4573974609375,anonymous,EN,1,28,Female,Associate's degree,None of the above,Moderately,More than 2 years,Voluntary,1 or more times a day,Enabled,Enabled,Enabled,Text message,Text message,Text message,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Sometimes,Often,Always,No,,No,,Nothing I like it very much,15488,,,
2021-10-20 16:23:00,2021-10-20 16:24:52,IP Address,73.189.186.35,100,112,True,2021-10-20 16:24:52,R_UARCmjKeNnWjv2h,,,,,37.3372039794921875,-121.798004150390625,anonymous,EN,4 or more,38,Male,Bachelor's degree,None of the above,Extremely,More than 2 years,Voluntary,1 or more times a day,,Enabled,Enabled,,Security Key,"Text message,Push,Phone Call,App Code,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,,,,,,,Always,Sometimes,Sometimes,Yes,Often,No,,it's annoying if you have a lot of accounts,37003,,,
2021-10-20 16:20:55,2021-10-20 16:25:22,IP Address,68.3.205.82,100,266,True,2021-10-20 16:25:22,R_2EbBg0VQoDVLQ75,,,,,33.3054046630859375,-111.7400970458984375,anonymous,EN,3,40,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per month,,Enabled,Enabled,,Text message,Text message,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,It can be annoying figuring out which device has what,,Having to input the code before the countdown timer expires,,,,Never,Never,Never,Yes,Never,No,,It's just another annoying step sometimes.,62195,,,
2021-10-20 16:20:56,2021-10-20 16:27:55,IP Address,68.11.25.137,100,419,True,2021-10-20 16:27:55,R_V53iZTQVCETChZD,,,,,29.93170166015625,-90.10260009765625,anonymous,EN,4 or more,71,Male,Master's degree,None of the above,Moderately,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,Text message,Text message,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,Yes,Never,No,,I don't dislike anything about it. It meets my security needs.,62050,,,
2021-10-20 16:29:00,2021-10-20 16:31:54,IP Address,108.31.82.249,100,174,True,2021-10-20 16:31:54,R_1Qmdqt5vlPb3Eth,,,,,39.1360931396484375,-77.28240203857421875,anonymous,EN,4 or more,39,Female,Associate's degree,None of the above,Moderately,1 - 2 years,Mandated,1 or more times a day,,Enabled,Enabled,,"App Code,Security Key","App Code,Security Key",Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,,I usually have a lot of things going on at once and getting my phone for 2FA can be demanding.,Having to input the code before the countdown timer expires,,,,Never,Never,Never,No,,No,,I fear losing the device I have it on.,14569,,,
2021-10-20 16:25:27,2021-10-20 16:35:04,IP Address,131.106.53.170,100,577,True,2021-10-20 16:35:05,R_1JEDWcieLRpMP2d,,,,,40.6027069091796875,-75.4777984619140625,anonymous,EN,2,39,Male,Bachelor's degree,None of the above,Very,More than 2 years,Mandated,A few times per week,,Enabled,Enabled,,App Code,"Push,App Code",Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,,,,,Sometimes,Rarely,Rarely,Yes,Sometimes,No,,It is sometimes inconvenient to use when I am in a hurry.,14488,,,
2021-10-20 16:32:25,2021-10-20 16:36:39,IP Address,98.195.142.145,100,253,True,2021-10-20 16:36:39,R_1PUeCvgvIexIeH8,,,,,29.386505126953125,-94.99629974365234375,anonymous,EN,2,47,Male,High school graduate,None of the above,Somewhat,1 - 2 years,Voluntary,A few times per week,,,Enabled,,,"Text message,App Code,Security Key",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,It is not,,,,,,,Rarely,No,,No,,It can be slow sometimes,46254,,,
2021-10-20 16:32:44,2021-10-20 16:37:35,IP Address,184.2.68.223,100,291,True,2021-10-20 16:37:35,R_2bV1nkHj9CCFiVu,,,,,38.0995025634765625,-78.40850067138671875,anonymous,EN,2,65,Female,Doctorate degree,None of the above,Moderately,More than 2 years,Voluntary,A few times per week,,Not enabled,Enabled,,,Phone Call,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,,Other,Having to find/go get my phone sometimes makes me a little annoyed/rushed,,,Never,Never,Never,No,,No,,"Mostly I like it but there are times when I don't have my phone at hand, and then it is a little annoying to have to stop what I am doing to go and get it.",42087,,,
2021-10-20 16:34:39,2021-10-20 16:38:16,IP Address,73.167.139.233,100,217,True,2021-10-20 16:38:16,R_1mt5EDtztashIpf,,,,,43.617095947265625,-72.96360015869140625,anonymous,EN,4 or more,34,Male,Bachelor's degree,None of the above,Very,More than 2 years,Voluntary,A few times per week,,Enabled,Enabled,,Text message,Text message,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,,,,,,,Often,Never,Never,No,,Yes,"The company that controls the account made a mistake somewhere so when I changed my phone number on my account it was not updated with the 2 Factor Authentication phone number. So, I have a new phone now but the 2 Factor Authentication asks my if I want to send the text message to the phone number that I no longer have, but have changed on my profile.",It takes longer to log in and it can be extremely inconvenient when things like the problem I previously mentioned (i.e. phone number not being updated by 2FA when it was changed in user account) occur.,61041,,,
2021-10-20 16:40:39,2021-10-20 16:40:44,IP Address,68.8.163.160,100,5,True,2021-10-20 16:40:44,R_2rjWzSDXItVcxVr,,,,,32.7104034423828125,-117.05279541015625,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91963,,,
2021-10-20 16:37:58,2021-10-20 16:41:34,IP Address,73.171.167.142,100,216,True,2021-10-20 16:41:34,R_1j6xDyR3H3qph2C,,,,,30.1222991943359375,-81.362701416015625,anonymous,EN,2,70,Male,Master's degree,None of the above,Moderately,1 - 2 years,Voluntary,1 or more times a day,Not enabled,Not enabled,Enabled,,,Text message,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,,,Rarely,Never,Rarely,No,,No,,"Not very much because I understand why it is done.  I have 2 accounts that use it and both are financial accounts.  It is an extra step, but necessary.",91879,,,
2021-10-20 16:41:16,2021-10-20 16:42:35,IP Address,104.139.104.189,100,78,True,2021-10-20 16:42:35,R_3G6sT7sYkreoW4v,,,,,35.089202880859375,-80.81939697265625,anonymous,EN,4 or more,62,Male,High school graduate,None of the above,Moderately,More than 2 years,Voluntary,A few times per month,,,Enabled,,,Security Key,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,The extra time it takes to log in,46888,,,
2021-10-20 16:40:45,2021-10-20 16:42:43,IP Address,73.225.165.65,100,118,True,2021-10-20 16:42:44,R_eA4InNUDnx84KC5,,,,,47.6732940673828125,-122.3426055908203125,anonymous,EN,2,55,Female,"Some college, no degree",None of the above,Moderately,1 - 2 years,Voluntary,A few times per week,,,Enabled,,,"Phone Call,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Always,Always,Always,No,,No,,There is nothing I dislike about it - I like the added security,97385,,,
2021-10-20 16:34:34,2021-10-20 16:43:40,IP Address,50.231.89.208,100,546,True,2021-10-20 16:43:41,R_1CellOgQDN9Dgv5,,,,,29.9761962890625,-95.64009857177734375,anonymous,EN,1,30,Male,Master's degree,None of the above,Extremely,1 - 2 years,Voluntary,A few times per week,Not enabled,Enabled,Enabled,,"Text message,Push,Phone Call,App Code,Security Key","Text message,Push,Phone Call,App Code,Security Key",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Often,Often,Often,Yes,Often,No,,None,43676,,,
2021-10-20 16:42:07,2021-10-20 16:44:56,IP Address,73.76.152.116,100,168,True,2021-10-20 16:44:56,R_bCT3nTEYIXU41Xz,,,,,29.9225006103515625,-95.06150054931640625,anonymous,EN,2,37,Female,Bachelor's degree,None of the above,Very,1 - 2 years,Voluntary,A few times per week,,,Enabled,,,"Text message,Security Key",Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,,Never,No,,No,,sometimes I want to log in real quick and I can't do that with 2FA. Sometimes it is slower if I am out and on my phone.,44639,,,
2021-10-20 16:46:32,2021-10-20 16:46:45,IP Address,73.205.21.131,100,12,True,2021-10-20 16:46:45,R_3rJog39IdjIKBNS,,,,,26.611297607421875,-80.1743011474609375,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12272,,,
2021-10-20 16:45:21,2021-10-20 16:47:56,IP Address,162.40.215.168,100,154,True,2021-10-20 16:47:56,R_3NJW5uau4lecglT,,,,,29.8096923828125,-82.467498779296875,anonymous,EN,2,35,Male,Bachelor's degree,None of the above,Extremely,More than 2 years,Voluntary,A few times per week,,Not enabled,Enabled,,Phone Call,"Text message,Phone Call",Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,,,,,,,Often,Sometimes,Often,No,,No,,I have to be near the phone I used to sign up with the account.,33720,,,
2021-10-20 16:41:08,2021-10-20 16:48:24,IP Address,69.253.220.193,100,436,True,2021-10-20 16:48:24,R_1F3C1htRk96g1tX,,,,,40.0377960205078125,-75.06929779052734375,anonymous,EN,2,37,Male,High school graduate,None of the above,Very,1 - 2 years,Incentivized,A few times per month,,,Enabled,,,"Text message,Security Key",Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Trying to find phone when loging in to on computer is a bit annoying. Which is taxing mentally.,I'm disabled. Looking for phones is not what I do.,Having to input the code before the countdown timer expires,,"The entire process is a bit cumbersome. Some pages allow copy past, some don't. Some auto paste from messanger. Some type one character per text box (my personal annoyance) which for some reason doesn't AUTO ADVANCE.",,Never,Never,Never,No,,Yes,I just remember that I had. It was too long ago to remember how.,Literally I just wrote before.,47141,,,
2021-10-20 16:17:01,2021-10-20 16:49:04,IP Address,76.115.45.184,100,1923,True,2021-10-20 16:49:05,R_W1bFFgcDslZPuEN,,,,,44.6553955078125,-123.1349945068359375,anonymous,EN,2,34,Male,Bachelor's degree,None of the above,Very,1 - 2 years,Voluntary,A few times per week,,Enabled,Enabled,,Push,Push,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,,,Sometimes,Never,Never,Yes,Sometimes,No,,extra effort,50518,,,
2021-10-20 16:48:49,2021-10-20 16:50:34,IP Address,68.59.23.65,100,104,True,2021-10-20 16:50:34,R_VQ1XZOHwfG2rf5T,,,,,42.3887939453125,-83.1894989013671875,anonymous,EN,3,36,Female,High school graduate,None of the above,Very,More than 2 years,Mandated,A few times per week,,Enabled,Enabled,,Security Key,"Text message,App Code",Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,Never,Never,Never,No,,No,,"There is nothing that I dislike about 2FA. I have no complaints. ",84234,,,
2021-10-20 16:52:09,2021-10-20 16:52:15,IP Address,172.3.149.50,100,6,True,2021-10-20 16:52:16,R_3PzNGTN4M8AUZO6,,,,,26.6598052978515625,-80.24289703369140625,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40638,,,
2021-10-20 16:54:58,2021-10-20 16:55:15,IP Address,68.202.107.62,100,16,True,2021-10-20 16:55:15,R_Q3WmyDhQs9ixopb,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62851,,,
2021-10-20 16:55:44,2021-10-20 16:57:47,IP Address,174.78.9.70,100,122,True,2021-10-20 16:57:47,R_sdN0S1hwhVXQz2V,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,3,37,Male,High school graduate,None of the above,Moderately,More than 2 years,Voluntary,A few times per week,,Enabled,Not enabled,,Text message,Text message,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,,,,,,,Always,Always,Always,No,,No,,I dislike just having to do it sometimes but it's for security so I do it anyway.,22242,,,
